town,area,price
Upper West Side,502,12010000
Harlem,203,2860000
Midtown East,52,1263000
Little Italy,166,2643000
Inwood,63,480000
Morningside Heights,150,1708000
Chinatown,42,529000
Lower East Side,135,2363000
Midtown West,253,4040000
Midtown West,302,7121000
SoHo,77,1853000
Little Italy,209,6026000
Chinatown,86,1139000
Chinatown,39,397000
Carnegie Hill,269,6583000
Morningside Heights,185,2615000
Financial District,265,4100000
Morningside Heights,149,1992000
Kips Bay,130,2169000
Two Bridges,191,2640000
Chinatown,135,1786000
West Village,201,6290000
Harlem,221,2777000
West Village,350,7156000
Upper East Side,340,8261000
Chelsea,172,4416000
Gramercy Park,187,5071000
Hell's Kitchen,139,3118000
Kips Bay,183,3462000
Nolita,215,3776000
Nolita,276,6088000
Nolita,216,7456000
Two Bridges,153,2152000
Kips Bay,135,2711000
West Village,50,1554000
Nolita,150,3161000
Chelsea,191,4014000
Carnegie Hill,285,6714000
Nolita,114,3307000
Harlem,73,648000
Financial District,255,4920000
Kips Bay,104,1996000
Harlem,222,2838000
Battery Park City,226,5211000
Upper West Side,387,7981000
Midtown East,250,6681000
Financial District,247,5249000
Upper West Side,142,2782000
Little Italy,176,2942000
Tribeca,162,6159000
Lower East Side,148,1714000
Washington Heights,63,477000
Flatiron,223,5042000
Kips Bay,204,3744000
Upper East Side,164,3558000
Washington Heights,72,593000
East Harlem,70,701000
Inwood,123,1107000
Two Bridges,116,1436000
Harlem,244,2069000
Greenwich Village,267,8127000
Lower East Side,88,2071000
Chinatown,73,809000
Murray Hill,127,2060000
Nolita,140,3649000
Hamilton Heights,94,874000
Chinatown,98,922000
East Harlem,156,1297000
Washington Heights,138,913000
Lower East Side,225,3269000
Greenwich Village,217,4598000
Upper West Side,440,11467000
Midtown East,292,7154000
Washington Heights,136,1043000
Little Italy,86,1415000
Washington Heights,108,1042000
Kips Bay,150,2613000
Gramercy Park,336,6742000
Gramercy Park,228,3864000
Greenwich Village,98,3025000
East Harlem,80,782000
West Village,338,10551000
Stuyvesant Town,44,543000
Tribeca,155,7215000
Lower East Side,116,2092000
Upper West Side,367,11522000
Washington Heights,103,833000
East Harlem,109,939000
Financial District,207,3794000
Kips Bay,209,4302000
West Village,201,4470000
Morningside Heights,148,2232000
Flatiron,183,4387000
Nolita,253,6189000
Little Italy,205,6160000
Lower East Side,275,5859000
Harlem,178,1833000
Washington Heights,169,995000
Morningside Heights,37,512000
Lower East Side,275,4111000
Lower East Side,134,2236000
Hudson Yards,470,10930000
Battery Park City,117,1969000
Flatiron,309,7863000
Murray Hill,189,4537000
SoHo,215,8656000
SoHo,136,3125000
Morningside Heights,110,1224000
Morningside Heights,203,2712000
Hudson Yards,461,12794000
Morningside Heights,232,3496000
Washington Heights,123,782000
Morningside Heights,109,1602000
Chinatown,66,727000
Carnegie Hill,273,6952000
Harlem,225,2489000
Two Bridges,116,2096000
Gramercy Park,241,8165000
Flatiron,372,11709000
Greenwich Village,173,3462000
Inwood,80,489000
Two Bridges,175,2404000
Two Bridges,156,2343000
Stuyvesant Town,107,1703000
Midtown East,348,10190000
Tribeca,392,9911000
Chelsea,205,5857000
Washington Heights,144,1076000
Tribeca,436,19679000
Lower East Side,248,4844000
Battery Park City,92,2189000
Upper East Side,46,1577000
Kips Bay,235,6328000
Hudson Yards,511,9342000
West Village,126,3567000
Midtown East,256,7840000
Kips Bay,115,2594000
Nolita,106,2816000
Inwood,29,189000
Lower East Side,192,3522000
Lower East Side,222,4338000
Nolita,214,7348000
Carnegie Hill,282,5328000
Washington Heights,155,1377000
Washington Heights,85,805000
SoHo,196,6201000
Two Bridges,192,2194000
Midtown East,415,11076000
Carnegie Hill,117,3310000
Chinatown,155,1898000
Morningside Heights,166,2263000
East Harlem,134,1318000
West Village,159,5406000
Two Bridges,146,2280000
Gramercy Park,285,6591000
Inwood,133,572000
Hudson Yards,405,13432000
Lower East Side,112,2106000
Hamilton Heights,169,1466000
Stuyvesant Town,154,2246000
Midtown East,145,2552000
Upper West Side,174,3200000
Murray Hill,222,4828000
Upper West Side,153,3723000
Morningside Heights,120,1463000
Financial District,144,3566000
Upper West Side,307,4728000
Greenwich Village,216,7012000
Nolita,172,5170000
Financial District,186,1802000
Harlem,159,1674000
Washington Heights,97,660000
Chelsea,141,3827000
Nolita,169,5646000
Hamilton Heights,120,828000
Flatiron,327,7449000
Tribeca,345,12111000
Inwood,91,417000
West Village,47,1231000
West Village,384,11621000
Two Bridges,113,1736000
Hudson Yards,311,7973000
Greenwich Village,284,7938000
SoHo,158,6119000
Little Italy,137,3925000
Upper East Side,642,21934000
Hell's Kitchen,86,1576000
Gramercy Park,201,4099000
Little Italy,189,4929000
Hell's Kitchen,195,3594000
Carnegie Hill,233,6944000
Washington Heights,198,1722000
Washington Heights,127,1259000
Harlem,247,2575000
Hamilton Heights,105,719000
Stuyvesant Town,113,1729000
Harlem,232,2332000
Inwood,40,279000
Midtown East,220,5960000
Little Italy,149,4082000
Chelsea,159,4122000
Upper West Side,246,4706000
Two Bridges,115,1413000
Upper East Side,415,8915000
Morningside Heights,151,1558000
Greenwich Village,139,3743000
Harlem,98,855000
Two Bridges,105,1393000
Stuyvesant Town,88,1150000
Stuyvesant Town,140,2258000
Morningside Heights,101,745000
Financial District,264,6205000
Nolita,115,3098000
Hudson Yards,168,6070000
Morningside Heights,91,794000
Midtown East,416,10891000
Hamilton Heights,82,709000
Nolita,44,1605000
Greenwich Village,137,3884000
Inwood,137,943000
Hudson Yards,65,1910000
Lower East Side,113,1936000
Midtown West,40,918000
West Village,328,9549000
Lower East Side,163,2364000
Chinatown,39,465000
Washington Heights,142,1094000
Chinatown,113,1055000
Murray Hill,145,2911000
East Harlem,159,1925000
Stuyvesant Town,135,2441000
Financial District,140,3248000
Two Bridges,212,2859000
Morningside Heights,160,1874000
Washington Heights,117,1004000
Little Italy,161,3235000
Inwood,128,1085000
Inwood,106,606000
Kips Bay,75,1532000
Flatiron,166,4815000
Greenwich Village,128,3639000
Greenwich Village,42,1285000
Upper West Side,349,5876000
Two Bridges,129,1298000
Financial District,221,4369000
Lower East Side,167,2904000
East Harlem,201,1514000
Lower East Side,273,5378000
Washington Heights,131,896000
Gramercy Park,99,2819000
Hamilton Heights,147,1061000
Washington Heights,131,1164000
Midtown East,313,7270000
West Village,206,4905000
Midtown West,283,6718000
East Harlem,158,1744000
Harlem,192,1603000
Murray Hill,75,1596000
Hamilton Heights,99,940000
SoHo,258,9148000
Lower East Side,177,3695000
Hamilton Heights,137,809000
East Harlem,178,1382000
Hudson Yards,498,12548000
Morningside Heights,123,1622000
Stuyvesant Town,134,1840000
Battery Park City,231,6095000
Washington Heights,77,583000
Midtown East,100,2844000
Financial District,243,4030000
Carnegie Hill,396,10520000
Upper West Side,190,3758000
Two Bridges,129,2113000
Chinatown,140,1782000
Flatiron,125,3383000
Inwood,140,1087000
Inwood,83,741000
Hudson Yards,275,9956000
Harlem,227,2635000
Greenwich Village,210,5610000
Midtown East,368,9333000
Midtown East,331,6734000
Midtown West,199,4310000
Battery Park City,193,3824000
Stuyvesant Town,232,3656000
Lower East Side,249,3363000
West Village,184,4882000
Two Bridges,121,1676000
Two Bridges,82,1057000
SoHo,206,4476000
Battery Park City,96,2286000
Kips Bay,74,1339000
West Village,170,4371000
Upper East Side,525,12588000
Carnegie Hill,339,11832000
Stuyvesant Town,111,1912000
Murray Hill,187,4052000
SoHo,465,11789000
Chinatown,165,1933000
Stuyvesant Town,155,2758000
Flatiron,308,5560000
Stuyvesant Town,179,3507000
Upper West Side,289,7196000
Battery Park City,156,3747000
Harlem,214,2774000
East Harlem,185,1694000
Kips Bay,162,3458000
Greenwich Village,248,5197000
Carnegie Hill,168,3846000
Financial District,245,4211000
Murray Hill,138,2450000
Financial District,212,4524000
Battery Park City,193,3660000
Midtown East,356,8453000
Inwood,117,503000
Harlem,37,497000
Midtown West,325,7683000
Chinatown,97,1304000
Chelsea,198,5862000
West Village,46,1253000
Nolita,223,5970000
Hell's Kitchen,37,832000
Battery Park City,264,5502000
Gramercy Park,149,2805000
Midtown East,168,4457000
East Harlem,154,1622000
Morningside Heights,142,1741000
Hell's Kitchen,85,1852000
Midtown West,320,6595000
Chinatown,167,2087000
Two Bridges,108,1522000
Midtown East,171,5119000
Chinatown,61,797000
Battery Park City,142,2580000
East Harlem,126,1221000
Two Bridges,232,3446000
Little Italy,37,919000
Midtown West,223,5087000
Little Italy,203,4508000
Flatiron,196,4042000
Inwood,88,380000
Hamilton Heights,90,762000
Midtown East,238,6011000
Lower East Side,279,4861000
Upper West Side,387,9886000
Chelsea,152,3178000
Harlem,197,1829000
Upper East Side,500,14184000
Murray Hill,133,2834000
Lower East Side,168,2212000
SoHo,346,10055000
Harlem,90,687000
Upper West Side,276,6007000
Two Bridges,131,1378000
Carnegie Hill,230,6533000
SoHo,192,5792000
Inwood,89,452000
Kips Bay,170,3752000
SoHo,420,18175000
Greenwich Village,92,2376000
Hudson Yards,230,7301000
Hell's Kitchen,243,6067000
Chelsea,213,6428000
Morningside Heights,193,2525000
Greenwich Village,119,2470000
Midtown East,191,5130000
Battery Park City,46,1039000
Murray Hill,110,2223000
Stuyvesant Town,119,1661000
Hamilton Heights,182,1730000
Inwood,138,853000
West Village,297,7923000
Murray Hill,218,5148000
Washington Heights,86,803000
Hamilton Heights,163,1267000
SoHo,331,8080000
East Harlem,88,882000
Chinatown,145,2102000
Kips Bay,130,1655000
Lower East Side,189,3634000
Chinatown,181,2516000
Harlem,93,907000
Lower East Side,163,3717000
Hell's Kitchen,164,4615000
West Village,197,5417000
Washington Heights,163,1665000
Inwood,75,380000
Inwood,70,461000
Tribeca,227,5708000
Upper East Side,370,7639000
Battery Park City,196,5078000
Upper East Side,662,15994000
Midtown West,173,3326000
Carnegie Hill,410,11852000
Washington Heights,133,888000
Two Bridges,142,2059000
Little Italy,194,5236000
Nolita,132,4387000
Greenwich Village,372,11455000
SoHo,240,9097000
Carnegie Hill,325,12181000
Harlem,154,1528000
West Village,192,6846000
Battery Park City,148,3834000
Morningside Heights,138,1180000
Little Italy,106,2724000
Nolita,118,2534000
Hell's Kitchen,174,3267000
East Harlem,44,393000
Murray Hill,156,2466000
Little Italy,208,4244000
Midtown West,116,1720000
Washington Heights,131,1098000
Murray Hill,153,3214000
Midtown East,340,7232000
Financial District,197,5235000
Chinatown,144,1529000
Stuyvesant Town,197,3113000
Chelsea,202,4867000
Battery Park City,46,969000
SoHo,265,8321000
Midtown East,329,7728000
Battery Park City,145,3607000
Financial District,316,7395000
Lower East Side,91,1704000
Two Bridges,167,2526000
Two Bridges,90,1344000
Murray Hill,177,3985000
West Village,282,9463000
Hudson Yards,239,9564000
Tribeca,450,15086000
Kips Bay,154,3564000
Upper East Side,471,13333000
Chelsea,173,3667000
Harlem,130,1457000
Two Bridges,123,1691000
Carnegie Hill,167,5722000
Midtown East,203,3718000
Chelsea,146,3856000
Financial District,51,739000
SoHo,195,8247000
Chinatown,122,1122000
Battery Park City,213,6073000
Chelsea,216,4805000
Murray Hill,200,3367000
Upper West Side,218,5017000
Upper East Side,439,10344000
Hamilton Heights,169,1428000
Nolita,303,8043000
Midtown East,315,8911000
West Village,96,2249000
Tribeca,353,10372000
Morningside Heights,69,1017000
Inwood,97,554000
West Village,352,10004000
Hamilton Heights,120,796000
SoHo,270,9401000
Tribeca,300,11491000
Upper West Side,199,4887000
Hamilton Heights,96,615000
Greenwich Village,42,1418000
Upper West Side,352,6976000
Greenwich Village,264,4398000
Flatiron,167,5008000
Morningside Heights,102,799000
Two Bridges,58,606000
Murray Hill,141,3057000
Kips Bay,37,965000
East Harlem,202,2048000
Kips Bay,225,5739000
Hell's Kitchen,144,3170000
Murray Hill,198,3862000
Financial District,109,2125000
Hell's Kitchen,71,1614000
Lower East Side,92,1533000
Washington Heights,204,1574000
Tribeca,323,8791000
Upper West Side,276,6975000
Battery Park City,253,5080000
Stuyvesant Town,135,1689000
Upper West Side,191,4456000
Chelsea,248,5480000
Chinatown,111,1182000
Greenwich Village,70,1819000
Upper West Side,361,7659000
Murray Hill,245,5129000
Hell's Kitchen,161,3424000
Hamilton Heights,186,1106000
Washington Heights,33,202000
East Harlem,182,1421000
Greenwich Village,287,9241000
Nolita,243,6907000
Hamilton Heights,69,549000
Carnegie Hill,322,12711000
Washington Heights,107,870000
Morningside Heights,119,1359000
East Harlem,210,2286000
Chinatown,217,2208000
Battery Park City,70,1037000
Gramercy Park,190,4283000
West Village,144,4410000
Midtown East,254,6846000
East Harlem,128,1351000
Washington Heights,159,1188000
Midtown East,258,5121000
Flatiron,217,6641000
Tribeca,280,11294000
Hamilton Heights,127,739000
Midtown West,240,5444000
Gramercy Park,372,7588000
Harlem,225,2492000
Morningside Heights,140,2019000
Financial District,63,1558000
Hudson Yards,439,15315000
Nolita,153,4654000
Nolita,263,5634000
East Harlem,204,1295000
Greenwich Village,42,979000
Flatiron,162,4400000
Upper East Side,448,9643000
Two Bridges,177,2394000
Lower East Side,176,2810000
Upper East Side,402,8392000
East Harlem,84,709000
Financial District,211,4692000
Flatiron,95,2565000
Hell's Kitchen,279,5486000
Stuyvesant Town,157,3021000
Hamilton Heights,115,935000
Tribeca,111,3139000
Harlem,150,1681000
Financial District,60,1389000
Little Italy,251,5910000
Murray Hill,183,3501000
Murray Hill,254,6383000
Chelsea,265,6568000
Washington Heights,98,919000
Midtown West,279,7613000
Chinatown,169,1832000
Battery Park City,192,4981000
Chelsea,172,2925000
Midtown East,166,3317000
Stuyvesant Town,84,1032000
Chelsea,214,3915000
Chelsea,270,6657000
Midtown East,348,8010000
Gramercy Park,197,4802000
Chelsea,169,3435000
Morningside Heights,172,1686000
Little Italy,279,5658000
Lower East Side,58,1350000
Midtown East,250,5807000
SoHo,390,8127000
Midtown West,286,7281000
Harlem,177,1745000
Morningside Heights,213,3007000
Stuyvesant Town,126,1465000
Nolita,86,2407000
Chelsea,288,6019000
Lower East Side,177,3488000
Tribeca,396,14991000
Kips Bay,133,2306000
Midtown East,303,7094000
Murray Hill,245,6196000
Flatiron,372,8677000
East Harlem,40,339000
Stuyvesant Town,187,3328000
Harlem,183,1575000
Tribeca,150,4014000
Upper West Side,204,3743000
Washington Heights,130,1045000
Financial District,166,4538000
Battery Park City,242,4777000
Chelsea,189,4743000
Inwood,129,921000
Inwood,55,269000
Little Italy,37,795000
Hamilton Heights,84,652000
Battery Park City,177,3190000
Murray Hill,177,3539000
West Village,132,3323000
Washington Heights,170,1326000
West Village,122,3963000
Carnegie Hill,395,12459000
Hudson Yards,437,8383000
Lower East Side,94,1796000
Two Bridges,162,2385000
Upper West Side,365,6401000
Greenwich Village,173,3551000
Little Italy,228,7377000
Chelsea,236,5403000
Inwood,129,1130000
Carnegie Hill,228,4297000
Upper East Side,482,17026000
Hudson Yards,443,14194000
Murray Hill,184,3470000
Flatiron,288,6605000
SoHo,322,8716000
Carnegie Hill,157,3913000
East Harlem,136,1366000
Financial District,304,7596000
Financial District,170,3055000
Stuyvesant Town,92,1468000
Two Bridges,80,847000
Morningside Heights,123,1619000
Battery Park City,325,6095000
Chinatown,149,981000
Greenwich Village,114,3164000
Two Bridges,138,1794000
Financial District,253,4141000
Hamilton Heights,96,563000
Hudson Yards,428,16525000
Financial District,250,5056000
Hamilton Heights,115,959000
Upper West Side,335,5567000
Midtown East,205,4688000
Hamilton Heights,105,734000
Battery Park City,240,6163000
Upper East Side,499,12856000
Chinatown,158,1974000
Greenwich Village,136,4444000
East Harlem,158,1434000
Upper East Side,194,6245000
Chelsea,224,2721000
Chinatown,48,557000
Little Italy,162,4138000
Two Bridges,104,1129000
Chelsea,105,1977000
Nolita,99,3005000
Inwood,138,599000
Stuyvesant Town,155,3089000
Two Bridges,216,2414000
Midtown East,418,7730000
West Village,184,5900000
Kips Bay,235,3559000
Hudson Yards,432,19120000
Lower East Side,222,2959000
Kips Bay,83,1365000
Battery Park City,163,2887000
Inwood,163,852000
Tribeca,356,11525000
East Harlem,86,780000
Chinatown,141,1760000
Hell's Kitchen,146,2674000
Chinatown,156,1734000
SoHo,246,8637000
Two Bridges,171,2381000
Greenwich Village,103,3275000
Carnegie Hill,236,6332000
Murray Hill,192,4132000
Inwood,118,871000
Hamilton Heights,82,577000
Murray Hill,209,3980000
Midtown East,254,7570000
Hell's Kitchen,94,2528000
Midtown West,372,7838000
Lower East Side,141,2444000
Upper East Side,367,8675000
Gramercy Park,280,7446000
Nolita,325,8235000
Upper East Side,335,5955000
Nolita,145,3562000
Upper West Side,299,6522000
Battery Park City,233,5008000
SoHo,353,10034000
Chinatown,197,2881000
Financial District,372,8457000
Inwood,84,591000
Hamilton Heights,96,697000
Midtown East,362,7861000
Flatiron,191,5615000
Financial District,178,3875000
Midtown West,37,855000
Murray Hill,153,2623000
Tribeca,275,10346000
Flatiron,167,4934000
Inwood,110,853000
Lower East Side,37,627000
Stuyvesant Town,96,2227000
Gramercy Park,215,4832000
Little Italy,92,2392000
Washington Heights,112,833000
Washington Heights,190,1184000
Hell's Kitchen,85,1618000
West Village,332,6857000
Gramercy Park,46,698000
Kips Bay,214,3853000
Chinatown,172,2608000
Kips Bay,222,3223000
Little Italy,132,2586000
Kips Bay,133,2255000
Greenwich Village,121,4187000
Morningside Heights,96,1057000
Two Bridges,99,1324000
West Village,234,6701000
Harlem,163,1864000
Tribeca,369,9316000
Battery Park City,152,3857000
Chinatown,87,993000
Hamilton Heights,100,486000
Kips Bay,191,3922000
Carnegie Hill,137,3747000
Greenwich Village,72,2208000
Upper East Side,317,10916000
Two Bridges,224,3951000
Carnegie Hill,235,5730000
Hudson Yards,311,13393000
Upper East Side,359,14087000
Murray Hill,133,1947000
West Village,90,2796000
Hamilton Heights,100,743000
